거래내역조회,,,,,,,
,,,,,,,
계좌번호,,,,,,,
조회기간,,,,,,,
총건수,,,,,,,
,,,,,,,
거래일자,거래시간,적요,출금(원),입금(원),내용,잔액(원),거래점
8/16/25,15:52:52,타행IB,0,"11,000",동현전기,,
